niche_name,foraging_niche,trophic_niche,is_noctural,total_species,merlin_10_perc_ratio,merlin_20_perc_ratio,birdlife_10_perc_ratio,birdlife_20_perc_ratio,either_10_perc_ratio,either_20_perc_ratio,both_10_perc_ratio,both_20_perc_ratio,pc1,pc2,pc3,pc4
1 || Nectarivore || Nectarivore glean || Diurnal,Nectarivore glean,Nectarivore,FALSE,57,0.281,0.386,0.316,0.351,0.298,0.404,0.316,0.368,-1.646240540241991,-0.4248011774218577,0.13964447277576905,-0.26914213550802296
1 || Nectarivore || Generalist || Diurnal,Generalist,Nectarivore,FALSE,3,0,0.333,0,0.333,0,0.333,0,0.333,-2.240168694087463,-0.7454981625641577,0.263526699717055,-0.35225326131173934
3 || Nectarivore || Nectarivore aerial || Diurnal,Nectarivore aerial,Nectarivore,FALSE,201,0.109,0.174,0.139,0.184,0.109,0.174,0.134,0.179,-3.1900120275137485,-1.1838311343385368,0.6551774259556262,-0.5974935026372514
3 || Nectarivore || Nectarivore glean || Diurnal,Nectarivore glean,Nectarivore,FALSE,7,0.143,0.143,0,0.143,0.143,0.143,0.143,0.143,-2.4754738415777586,-0.891686305577299,0.42350797491369857,-0.6486517349561148
6 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,2,0,0,0,0,0,0,0,0,3.8664065198634097,-0.05504220917578615,0.29077216521732197,0.3406127700290965
73 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,2.93768579694049,-0.0667190174741467,1.51930091432708,0.400042179586852
16 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,3,0,0,0,0,0,0,0,0,2.374211754476427,-1.82055411266304,0.007798591833548935,0.23246102155506065
86 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,2.89901626647376,0.288396004100704,1.74248960388391,0.675842420168574
76 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,2.72140620871356,-1.38325574990348,1.28680151024886,-0.0987516626990359
2 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,7,0,0,0,0,0,0,0,0,4.153482315069514,0.30129503305629785,-0.23727182916242828,-0.18070433998305924
31 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,4.13918557006175,0.00764744716255161,0.608141876518371,0.919179875852343
57 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,2,0,0,0,0,0,0,0,0,4.086705790064035,-1.16930164444751,1.414695039347585,-0.9028974918806275
1 || Aquatic predator || Aquatic aerial || Diurnal,Aquatic aerial,Aquatic predator,FALSE,7,0,0,0,0,0,0,0,0,1.539685713644772,-0.5110482938566788,0.24661423584749143,-0.5100018848414489
2 || Aquatic predator || Aquatic aerial || Diurnal,Aquatic aerial,Aquatic predator,FALSE,5,0,0,0,0,0,0,0,0,4.220114639658974,0.41417249419459023,-0.033907476054750224,-0.24619249102513333
2 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,2,0,0,0,0,0,0,0,0,3.5744387996623903,0.20119171906067998,0.3514224042499175,-0.2248213668817165
24 || Aquatic predator || Aquatic aerial || Diurnal,Aquatic aerial,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,6.18457367790322,0.188550144139992,-0.177883151975519,-0.0402187652378093
1 || Aquatic predator || Aquatic surface || Diurnal,Aquatic surface,Aquatic predator,FALSE,3,0,0.333,0,0,0,0.333,0,0.333,1.8824079185550486,0.2075408110035797,0.6681988744588694,0.02571964613835767
18 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,4.33381463324698,-1.21396558333783,-0.130920307696324,0.550799871997887
34 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,6.8515632759226,-0.0175180958994912,-0.200126418658158,0.0817373578415319
64 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,-0.468566551059803,-0.697615540328629,1.02528516314438,-0.15970885429872
1 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,3,0,0,0,0,0,0,0,0,0.39005825538389033,-1.59773235772859,0.07351312726692363,0.15607374251441464
68 || Aquatic predator || Aquatic surface || Diurnal,Aquatic surface,Aquatic predator,FALSE,2,0,0,0,0,0,0,0,0,7.801944674334459,-1.905202991375605,0.890546895124319,-0.13277638922547805
44 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,4,0,0,0,0,0,0,0,0,7.530064797217102,-1.410851567635965,0.30635090973882223,-0.250865233246148
4 || Aquatic predator || Aquatic aerial || Diurnal,Aquatic aerial,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,2.2225184026969,0.823186689748607,-0.43381585176358,-0.716088188845737
22 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,4.20355982254884,-0.810696707818007,0.689161824959141,-0.400343117923063
38 || Aquatic predator || Aquatic surface || Diurnal,Aquatic surface,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,1.29507747061205,0.821355108954558,1.27095275571063,0.752974980265195
2 || Aquatic predator || Aquatic perch || Nocturnal,Aquatic perch,Aquatic predator,TRUE,4,0,0,0,0,0,0,0,0,4.660071477553627,0.346486711832804,-0.189296443429403,0.11154314811962095
75 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,1,3.74744341260119,0.178438176691607,1.56410587135142,0.378848354142735
49 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,2,0,0,0,0,0,0,0,0.5,4.249850356355076,0.15714287685674,1.623683565701515,0.4423976508431855
2 || Aquatic predator || Aquatic surface || Diurnal,Aquatic surface,Aquatic predator,FALSE,2,0,0,0,0,0,0,0,0.5,4.10554437828713,0.37684390812556645,0.56772756588591,0.07262780461753998
48 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,3,0,0,0,0,0,0,0,0,5.9277145006899,-0.530951250349213,0.5992131471043337,0.23206864059575233
81 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,1,0,0,0,0,0,0,0,0,2.18874431971467,-0.197627123759321,0.566230933096284,-1.12622580893393
1 || Aquatic predator || Aquatic plunge || Diurnal,Aquatic plunge,Aquatic predator,FALSE,8,0.125,0.375,0,0.125,0,0.125,0.125,0.25,1.4207225714297065,-0.44672571195682975,0.189493491239621,-0.6675231894377669
37 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,4,0.25,0.25,0,0.25,0,0.25,0.25,0.25,6.707505475188983,-0.9524530564476188,0.6473669088629525,-0.5982391800677724
2 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,4,0.25,0.25,0,0.5,0,0.25,0.25,0.5,3.25847768812674,0.321468926137847,0.32964127110938674,0.2623771009020317
9 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,4,0.25,0.75,0.5,0.5,0.5,0.5,0,0.75,2.4200806798274526,0.2421987163024149,0.565459571482236,0.5181183864831925
59 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,2,0,0.5,0,0.5,0,0.5,0,0.5,5.4314197272102955,-0.13250371882570766,1.612823786762325,0.456158385412617
21 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,4,0.25,0.75,0.25,0.5,0.25,0.5,0.25,0.5,4.477489267069645,-0.45692084545621003,0.44373920673212325,-0.8210700019409697
20 || Aquatic predator || Aquatic surface || Diurnal,Aquatic surface,Aquatic predator,FALSE,4,0.25,0.75,0,0.5,0,0.5,0.25,0.75,7.159541609475338,-2.0216093965492377,0.8267815702127106,-0.19364416368245
6 || Aquatic predator || Aquatic surface || Diurnal,Aquatic surface,Aquatic predator,FALSE,8,0.375,0.75,0.25,0.75,0.25,0.75,0.375,0.75,3.061835600039186,-0.48041962870014826,0.4194057032529781,0.5552651240721204
9 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,1,0,1,0,1,0,1,0,1,2.56996834233017,0.0891423418306126,0.902646168361699,-0.0281284996769162
15 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,2,0,1,0,1,0.5,1,0,1,1.7139381923356551,-1.53108530182568,0.16150620306845898,0.0433398760215566
32 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,1,0,1,1,1,1,1,0,1,4.13918557006175,0.00764744716255161,0.608141876518371,0.919179875852343
56 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,1,0,1,0,1,0,1,0,1,1.19010756617325,-1.62790440306789,0.219304775432622,-0.160530972795156
20 || Aquatic predator || Aquatic plunge || Diurnal,Aquatic plunge,Aquatic predator,FALSE,2,0,0.5,0.5,1,0,0.5,0.5,1,6.686127022556835,-2.1876441750597397,0.736552867104581,-0.1554528228477586
14 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,7,0.429,0.714,0.429,0.571,0.429,0.571,0.429,0.714,-1.160347187177803,-1.5237006319714785,0.5789578432891206,0.404822973617032
18 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,3,0,0.333,0,0.333,0,0.333,0,0.333,2.82896626857285,-1.54868315654523,0.06620824273841887,0.019090634522297097
21 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,15,0.133,0.333,0.067,0.333,0.133,0.267,0.067,0.4,4.124041030490119,-1.0018500119523341,0.8018083497600523,-0.4250769606020977
38 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,5,0.4,0.6,0.2,0.6,0.2,0.8,0.4,0.6,0.7790639175176322,0.48443637183837684,1.2340804516550659,0.7459770188759796
26 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,21,0.048,0.381,0.095,0.19,0.095,0.286,0.095,0.238,1.752065756162063,-0.28250678331369194,1.1964237707986631,-0.46001845513106804
11 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,21,0.048,0.19,0,0.19,0,0.143,0.048,0.19,1.3844634923298362,-1.0403003104201902,1.1052208304184161,-0.2610590504011126
35 || Aquatic predator || Aquatic perch || Diurnal,Aquatic perch,Aquatic predator,FALSE,5,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0.4,-0.11858118227880801,-1.617145459593,0.587496734703465,0.3115486277433264
7 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,20,0.25,0.55,0.1,0.4,0.2,0.5,0.15,0.55,5.342257052169883,-1.1233383227247407,0.7183340682974099,-0.40466375266640237
2 || Aquatic predator || Generalist || Diurnal,Generalist,Aquatic predator,FALSE,5,0,0.4,0,0.4,0,0.2,0,0.4,3.47821339884674,0.446822988102821,0.2552392877927788,-0.36028142498509674
10 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,10,0.3,0.7,0.3,0.8,0.3,0.7,0.2,0.8,3.9635483637399336,-0.07232209542275798,0.7532517221560034,-0.10660093920786806
1 || Aquatic predator || Generalist || Diurnal,Generalist,Aquatic predator,FALSE,11,0.091,0.182,0,0.182,0,0.182,0.091,0.182,0.889040543139237,0.40386089456946034,0.4152890794069574,-0.27948853388450556
1 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,135,0.081,0.17,0.074,0.17,0.067,0.156,0.074,0.178,0.04651703054725729,0.14760052258405612,0.6722137152711231,-0.2171800323638961
10 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,49,0.122,0.347,0.082,0.286,0.143,0.327,0.082,0.306,3.07471462480081,-0.7364362546609182,0.8550557766027472,-0.39764773794135216
1 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,6,0.167,0.5,0.167,0.667,0.333,0.5,0,0.667,2.1366693290450884,0.37355855434132,0.8081035410572281,0.35516248034364484
55 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,3,0,0.667,0,0.667,0.333,0.667,0,0.667,3.6266035320082035,-0.34591718960912,1.9047624028819767,0.4523759809676503
36 || Aquatic predator || Aquatic ground || Diurnal,Aquatic ground,Aquatic predator,FALSE,3,0,0.667,0,0.667,0,0.667,0.333,0.667,6.505466263709427,-1.5926581324087035,0.513768797711339,-0.17025146518123435
6 || Aquatic predator || Aquatic dive || Diurnal,Aquatic dive,Aquatic predator,FALSE,14,0.071,0.5,0.071,0.643,0.071,0.429,0.071,0.643,3.4424902299727296,-0.0602044629070526,0.51932444492905006,0.8580115194732605
48 || Herbivore aquatic || Herbivore aquatic ground || Diurnal,Herbivore aquatic ground,Herbivore aquatic,FALSE,1,0,0,0,0,0,0,0,0,5.15497929194555,-0.806685138076082,0.535183426566976,0.502406672261632
1 || Herbivore aquatic || Herbivore aquatic ground || Diurnal,Herbivore aquatic ground,Herbivore aquatic,FALSE,2,0,0.5,0,0,0,0,0,0,1.58296909645872,0.33923138699250255,0.390551505930369,0.1696666771572685
2 || Herbivore aquatic || Generalist || Diurnal,Generalist,Herbivore aquatic,FALSE,2,0,0,0,0,0,0,0,0,4.71282567498441,0.172322326818541,0.477374735590304,0.62906293125739
6 || Herbivore aquatic || Generalist || Diurnal,Generalist,Herbivore aquatic,FALSE,4,0,0.75,0,0,0,0,0,0,3.271821429763595,-0.24680499531196026,0.5676384013643669,0.7609770185324405
24 || Herbivore aquatic || Herbivore aquatic surface || Diurnal,Herbivore aquatic surface,Herbivore aquatic,FALSE,1,0,0,0,0,0,0,0,0,6.15796803651816,0.239827730646455,0.499183720468402,0.241518008324703
9 || Herbivore aquatic || Herbivore aquatic surface || Diurnal,Herbivore aquatic surface,Herbivore aquatic,FALSE,3,0,0,0,0,0,0,0,0,1.9240699221698734,0.0476444327197564,0.3095149658058453,0.7562454282999197
2 || Herbivore aquatic || Herbivore aquatic surface || Diurnal,Herbivore aquatic surface,Herbivore aquatic,FALSE,2,0,0.5,0,0,0,0,0,0.5,5.643714148254205,0.2967672619344315,0.6983359756895946,0.4666365327228195
6 || Herbivore aquatic || Herbivore aquatic ground || Diurnal,Herbivore aquatic ground,Herbivore aquatic,FALSE,6,0.333,0.833,0,0,0.333,0.667,0,0,3.53169403948638,0.120645241743707,0.541476051967281,0.387605502829941
1 || Herbivore aquatic || Generalist || Diurnal,Generalist,Herbivore aquatic,FALSE,4,0,0.75,0.25,0.75,0.25,0.75,0,0.5,2.825486570265995,0.7619160668864222,1.0275760478912628,0.445581091920948
1 || Herbivore aquatic || Herbivore aquatic dive || Diurnal,Herbivore aquatic dive,Herbivore aquatic,FALSE,1,0,1,0,1,0,1,0,1,3.09720419024223,0.86420862453225,0.998991089499865,0.694240651632372
2 || Herbivore aquatic || Herbivore aquatic ground || Diurnal,Herbivore aquatic ground,Herbivore aquatic,FALSE,3,0.333,0.333,0,0.333,0,0.333,0.333,0.333,5.21260884218174,1.1769937721397867,0.14579187720862113,-0.1968539834490015
6 || Herbivore aquatic || Herbivore aquatic dive || Diurnal,Herbivore aquatic dive,Herbivore aquatic,FALSE,11,0.182,0.364,0.091,0.273,0.091,0.364,0.182,0.364,2.995469661593772,-0.2629017773098804,0.643669781677642,0.8831656311500733
6 || Herbivore aquatic || Herbivore aquatic surface || Diurnal,Herbivore aquatic surface,Herbivore aquatic,FALSE,35,0.143,0.457,0.143,0.486,0.171,0.457,0.171,0.457,3.127249194370208,-0.3904718996747736,0.44578846616375956,0.5388114791081589
1 || Herbivore aquatic || Herbivore aquatic surface || Diurnal,Herbivore aquatic surface,Herbivore aquatic,FALSE,3,0.667,1,0.667,0.667,0.333,0.667,0.667,1,2.0414842259019568,0.73678606790344,0.9182784458975587,0.40750890254041366
34 || Herbivore aquatic || Herbivore aquatic surface || Diurnal,Herbivore aquatic surface,Herbivore aquatic,FALSE,3,0,0.667,0.333,0.667,0.333,0.667,0.333,0.667,6.73488182527833,0.2286395350904043,0.5201491950761027,0.27542786270884334
2 || Herbivore terrestrial || Generalist || Diurnal,Generalist,Herbivore terrestrial,FALSE,4,0,0,0,0,0,0,0,0,3.917680969954345,0.9484491193308805,0.03552717181159584,0.09861709904854721
1 || Herbivore terrestrial || Herbivore ground || Diurnal,Herbivore ground,Herbivore terrestrial,FALSE,4,0,0,0,0,0,0,0,0,0.8383074941450915,0.7995878773120986,0.19158155185601988,0.417736267423105
4 || Herbivore terrestrial || Herbivore ground || Diurnal,Herbivore ground,Herbivore terrestrial,FALSE,2,0,0,0,0,0,0,0,0,2.804768201716495,0.83296547647138,-0.2798133822978735,-0.22053438308565798
62 || Herbivore terrestrial || Herbivore ground || Diurnal,Herbivore ground,Herbivore terrestrial,FALSE,1,0,0,0,0,0,0,0,0,5.35429676814317,0.778239131865585,0.125444962846168,0.457459856819588
2 || Herbivore terrestrial || Herbivore arboreal || Diurnal,Herbivore arboreal,Herbivore terrestrial,FALSE,1,0,0,0,0,0,0,0,0,3.52032746690764,0.856920565706961,-0.610910302901029,-0.385997053720152
6 || Herbivore terrestrial || Herbivore ground || Diurnal,Herbivore ground,Herbivore terrestrial,FALSE,2,0,0.5,0,0.5,0,1,0,0,3.481373174054955,-0.1468973736020484,0.493762274829683,0.6260017714533825
1 || Herbivore terrestrial || Herbivore arboreal || Diurnal,Herbivore arboreal,Herbivore terrestrial,FALSE,3,1,1,0.333,0.333,0.667,1,0.667,0.667,0.03721063750514933,-0.0027721269424018924,-0.5348364765551726,0.337833981717587
2 || Herbivore terrestrial || Herbivore ground || Diurnal,Herbivore ground,Herbivore terrestrial,FALSE,26,0.115,0.231,0.154,0.269,0.115,0.231,0.192,0.308,4.273441828135279,0.6039589082176627,0.3243503808331278,0.39328938056423735
9 || Herbivore terrestrial || Herbivore ground || Diurnal,Herbivore ground,Herbivore terrestrial,FALSE,15,0,0,0,0.067,0,0,0.067,0.067,2.38013357148738,0.6651464604022784,0.3524572336114295,0.44055770613117406
